poll_id,title,date,mkr_voted,unique_voters,top_delegate_share_pct,turnout_pct,anomaly_mkr_gt_supply,low_turnout
1224,"Spark Liquidity Layer Mainnet - Onboard SparkLend DAI - April 7, 2025",2025-04-07T16:00:00.000Z,134011.55258417895,10,54.27032366695995,15.36318799759013,False,False
1225,"Spark Liquidity Layer Mainnet, Base, Arbitrum - Upgrade the Spark ALM Controller to v1.4.0 on All Chains - April 7, 2025",2025-04-07T16:00:00.000Z,134011.55258417895,10,54.27032366695995,15.36318799759013,False,False
1226,"SparkLend Mainnet - Add sUSDS to USD E-mode - April 7, 2025",2025-04-07T16:00:00.000Z,134011.55258417895,10,54.27032366695995,15.36318799759013,False,False
1227,"SparkLend Mainnet - Adjust cbBTC and tBTC Interest Rate Models - April 7, 2025",2025-04-07T16:00:00.000Z,134011.55258417895,10,54.27032366695995,15.36318799759013,False,False
1228,"SparkLend Mainnet - Onboard July sUSDe PT to Morpho Spark DAI Vault - April 7, 2025",2025-04-07T16:00:00.000Z,134011.55258417895,10,54.27032366695995,15.36318799759013,False,False
1229,"SparkLend Mainnet - Reduce WBTC LT - April 7, 2025",2025-04-07T16:00:00.000Z,134011.55258417895,10,54.27032366695995,15.36318799759013,False,False
1220,"SparkLend Mainnet - Increase rsETH Supply Cap Gap and Supply Cap Max - March 31, 2025",2025-03-31T16:01:47.000Z,142036.8967820392,10,51.20463862218896,16.28321966112637,False,False
1219,"Spark Liquidity Layer Mainnet - Adjust USDC PSM Swap Rate Limits - March 31, 2025",2025-03-31T16:00:47.000Z,142036.8967820392,10,51.20463862218896,16.28321966112637,False,False
1215,"Atlas Edit Weekly Cycle Proposal - March 31, 2025",2025-03-31T16:00:00.000Z,142037.01215546328,11,51.20459702982936,16.283232887624905,False,False
1216,"Smart Burn Engine Parameter Update - March 31, 2025",2025-03-31T16:00:00.000Z,142037.01215546328,11,51.20459702982936,16.283232887624905,False,False
1217,"SparkLend Mainnet - Update Morpho DAI Vault Supply Caps - March 31, 2025",2025-03-31T16:00:00.000Z,142036.8967820392,10,51.20463862218896,16.28321966112637,False,False
1218,"Spark Liquidity Layer Mainnet - Modify USDS Mint Rate Limits - March 31, 2025",2025-03-31T16:00:00.000Z,142036.8967820392,10,51.20463862218896,16.28321966112637,False,False
1209,"Spark Liquidity Layer - Increase USDC Rate Limit for SparkLend - March 24, 2025",2025-03-24T16:00:00.000Z,142102.9195674967,11,51.138763131639486,16.290788564295898,False,False
1210,"Spark Liquidity Layer Mainnet - Grand Prix - Onboard BlackRock BUIDL-I - March 24, 2025",2025-03-24T16:00:00.000Z,142102.9195674967,11,51.138763131639486,16.290788564295898,False,False
1211,"Spark Liquidity Layer Mainnet - Grand Prix - Onboard Centrifuge JTRSY - March 24, 2025",2025-03-24T16:00:00.000Z,142102.9195674967,11,51.138763131639486,16.290788564295898,False,False
1212,"Spark Liquidity Layer Mainnet - Onboard Maple syrupUSDC - March 24, 2025",2025-03-24T16:00:00.000Z,142102.9195674967,11,51.138763131639486,16.290788564295898,False,False
1213,"Spark Liquidity Layer Mainnet - Grand Prix - Onboard Superstate USTB - March 24, 2025",2025-03-24T16:00:00.000Z,142102.81840083003,10,51.13879953864577,16.290776966471014,False,False
1214,"SparkLend Ethereum - Increase USDC Supply and Borrow Caps - March 24, 2025",2025-03-24T16:00:00.000Z,142102.81840083003,10,51.13879953864577,16.290776966471014,False,False
1207,"Migrate ETH and wstETH Oracles - March 17, 2025",2025-03-17T16:00:00.000Z,142102.54010185672,13,51.13847587234572,16.290745062061553,False,False
1208,"Smart Burn Engine Parameter Update - March 17, 2025",2025-03-17T16:00:00.000Z,142102.54010185672,13,51.13847587234572,16.290745062061553,False,False
1200,"Atlas Edit Weekly Cycle Proposal - March 10, 2025",2025-03-10T16:00:00.000Z,192382.2416864924,11,37.77167776597182,22.054848924840638,False,False
1201,"Spark Liquidity Layer Arbitrum - Onboard Aave USDC - March 10, 2025",2025-03-10T16:00:00.000Z,142382.24168649237,10,51.03585921113416,16.32281026797193,False,False
